author_id,nome,universidade,cidade,total_artigos_no_recorte,total_artigos_com_macroareas,macro_area_principal_no_recorte,macro_areas_no_recorte,num_macro_areas_no_recorte,macroarea_scores_no_recorte,macroarea_scores_por_tema_no_recorte,temas_no_recorte,total_temas_distintos_no_recorte,temas_no_recorte_com_contagem
57220921157,Valentin Natal G.S.,Universidade Federal de São Paulo,Sao Paulo,1,1,Tie: Biology | Chemistry,Chemistry | Engineering | Biology,3,Chemistry:1 | Engineering:1 | Biology:1,Chemistry:1 | Engineering:1 | Biology:1,Food Science,1,Food Science:1
57220921306,Gomes P.W.P.,Universidade Estadual de Campinas,Campinas,4,4,Biology,Biology | Geosciences | Social Sciences,3,Biology:4 | Geosciences:2 | Social Sciences:1,Biology:7 | Geosciences:2 | Social Sciences:1,"Plant Science | Ecology, Evolution, Behavior and Systematics | Soil Science | Aquatic Science | Management, Monitoring, Policy and Law | Horticulture",6,"Plant Science:3 | Ecology, Evolution, Behavior and Systematics:2 | Soil Science:1 | Aquatic Science:1 | Management, Monitoring, Policy and Law:1 | Horticulture:1"
57220921886,SOUZA A.C.R.,Kilyos Assessoria,Sao Paulo,1,1,Biology,Biology,1,Biology:1,Biology:1,Genetics,1,Genetics:1
57220922275,Alves da Silva Paiva L.,Universidade Federal de São Paulo,Sao Paulo,1,1,Tie: Biology | Chemistry,Chemistry | Engineering | Biology,3,Chemistry:1 | Engineering:1 | Biology:1,Chemistry:1 | Engineering:1 | Biology:1,Food Science,1,Food Science:1
57220925289,Silva De Abreu A.E.,Universidade Estadual de Campinas,Campinas,1,1,Geosciences,Geosciences,1,Geosciences:1,Geosciences:1,Geology,1,Geology:1
57220926620,Paiva Oliveira E.,Universidade Estadual de Campinas,Campinas,1,1,Geosciences,Geosciences,1,Geosciences:1,Geosciences:2,Geology | Geochemistry and Petrology,2,Geology:1 | Geochemistry and Petrology:1
57220933353,Leal C.E.F.,Universidade Federal de São Carlos,Sao Carlos,1,1,Engineering,Engineering,1,Engineering:1,Engineering:3,Civil and Structural Engineering | Building and Construction | Materials Science (all),3,Civil and Structural Engineering:1 | Building and Construction:1 | Materials Science (all):1
57220933497,Lopes Rosado L.d.P.,Universidade Estadual de Campinas,Campinas,2,2,Medicine and Health,Medicine and Health,1,Medicine and Health:2,Medicine and Health:6,"Radiology, Nuclear Medicine and Imaging | Dentistry (all) | Otorhinolaryngology | Radiological and Ultrasound Technology",4,"Radiology, Nuclear Medicine and Imaging:2 | Dentistry (all):2 | Otorhinolaryngology:1 | Radiological and Ultrasound Technology:1"
57220950721,Oliveira A.L.,Universidade Estadual de Campinas,Campinas,2,2,Computer Science,Computer Science | Engineering,2,Computer Science:2 | Engineering:1,Computer Science:3 | Engineering:1,Computer Science (all) | Control and Systems Engineering | Theoretical Computer Science,3,Computer Science (all):2 | Control and Systems Engineering:1 | Theoretical Computer Science:1
57220950850,Álvarez C.F.,Universidade Estadual de Campinas,Campinas,2,2,Mathematics and Statistics,Mathematics and Statistics | Computer Science | Other/Unclassified,3,Mathematics and Statistics:2 | Computer Science:1 | Other/Unclassified:1,Mathematics and Statistics:4 | Computer Science:1 | Other/Unclassified:1,"Mathematics (all) | Statistics, Probability and Uncertainty | Computational Theory and Mathematics | Analysis | Applied Mathematics",5,"Mathematics (all):1 | Statistics, Probability and Uncertainty:1 | Computational Theory and Mathematics:1 | Analysis:1 | Applied Mathematics:1"
57220953468,De Souza R.N.,Universidade Estadual de Campinas,Campinas,1,1,Computer Science,Computer Science | Engineering,2,Computer Science:1 | Engineering:1,Computer Science:2 | Engineering:1,Modeling and Simulation | Computer Science Applications | Electrical and Electronic Engineering,3,Modeling and Simulation:1 | Computer Science Applications:1 | Electrical and Electronic Engineering:1
57220953701,Barbosa J.A.,Universidade Federal de Pernambuco,Recife,1,1,Chemistry,Chemistry | Engineering,2,Chemistry:1 | Engineering:1,Chemistry:2 | Engineering:1,Catalysis | Chemical Engineering (all),2,Catalysis:1 | Chemical Engineering (all):1
57220962123,Bovolon J.P.,Instituto Biológico,Sao Paulo,2,2,Biology,Biology | Geosciences,2,Biology:2 | Geosciences:1,Biology:3 | Geosciences:1,"Ecology | Nature and Landscape Conservation | Ecology, Evolution, Behavior and Systematics",3,"Ecology:2 | Nature and Landscape Conservation:1 | Ecology, Evolution, Behavior and Systematics:1"
57220981606,Campos L.D.S.,Università degli Studi di Pavia,Pavia,1,1,Physics,Physics,1,Physics:1,Physics:1,Physics and Astronomy (miscellaneous),1,Physics and Astronomy (miscellaneous):1
57220982397,Silva S.B.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Toxicology,1,Toxicology:1
57220989806,Cardoso M.S.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:3,Pathology and Forensic Medicine | Toxicology | Biochemistry (medical),3,Pathology and Forensic Medicine:1 | Toxicology:1 | Biochemistry (medical):1
57220993651,Borçato H.L.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Arts | Chemistry | Geosciences,Arts | Chemistry | Engineering | Geosciences,4,Arts:1 | Chemistry:1 | Engineering:1 | Geosciences:1,Arts:1 | Chemistry:1 | Engineering:1 | Geosciences:1,"Architecture | Environmental Chemistry | Renewable Energy, Sustainability and the Environment",3,"Architecture:1 | Environmental Chemistry:1 | Renewable Energy, Sustainability and the Environment:1"
57220995737,Croffi J.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Arts | Chemistry | Geosciences,Arts | Chemistry | Engineering | Geosciences,4,Arts:1 | Chemistry:1 | Engineering:1 | Geosciences:1,Arts:1 | Chemistry:1 | Engineering:1 | Geosciences:1,"Architecture | Environmental Chemistry | Renewable Energy, Sustainability and the Environment",3,"Architecture:1 | Environmental Chemistry:1 | Renewable Energy, Sustainability and the Environment:1"
57220996918,Arantes A.C.F.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:3,Pathology and Forensic Medicine | Toxicology | Biochemistry (medical),3,Pathology and Forensic Medicine:1 | Toxicology:1 | Biochemistry (medical):1
57220999581,De Azevedo Falcão M.J.,Instituto De Pesquisas Jardim Botanico Do Rio De Janerio,Rio de Janeiro,2,2,Biology,Biology,1,Biology:2,Biology:4,"Ecology, Evolution, Behavior and Systematics | Plant Science",2,"Ecology, Evolution, Behavior and Systematics:2 | Plant Science:2"
57221011930,Daher C.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Arts | Chemistry | Geosciences,Arts | Chemistry | Engineering | Geosciences,4,Arts:1 | Chemistry:1 | Engineering:1 | Geosciences:1,Arts:1 | Chemistry:1 | Engineering:1 | Geosciences:1,"Architecture | Environmental Chemistry | Renewable Energy, Sustainability and the Environment",3,"Architecture:1 | Environmental Chemistry:1 | Renewable Energy, Sustainability and the Environment:1"
57221078109,Ferreira Antunes J.L.,Universidade de São Paulo,Sao Paulo,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:3,"Pediatrics, Perinatology and Child Health | Obstetrics and Gynecology | Public Health, Environmental and Occupational Health",3,"Pediatrics, Perinatology and Child Health:1 | Obstetrics and Gynecology:1 | Public Health, Environmental and Occupational Health:1"
57221078306,Souza N.S.C.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health | Social Sciences,2,Medicine and Health:1 | Social Sciences:1,Medicine and Health:2 | Social Sciences:1,"Education | Physical Therapy, Sports Therapy and Rehabilitation | Orthopedics and Sports Medicine",3,"Education:1 | Physical Therapy, Sports Therapy and Rehabilitation:1 | Orthopedics and Sports Medicine:1"
57221079160,Lagos M.,Universidad Nacional de San Cristóbal de Huamanga,Ayacucho,1,1,Computer Science,Computer Science,1,Computer Science:1,Computer Science:1,Computer Science (all),1,Computer Science (all):1
57221083565,Monteiro T.G.,Pontificia Universidade Catolica de Campinas,Campinas,1,1,Tie: Computer Science | Undefined,Undefined | Computer Science,2,Undefined:1 | Computer Science:1,Undefined:1 | Computer Science:1,Decision Sciences (all) | Computer Science (all),2,Decision Sciences (all):1 | Computer Science (all):1
57221083709,Cerqueira B.V.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Biology | Chemistry,Chemistry | Engineering | Biology,3,Chemistry:1 | Engineering:1 | Biology:1,Chemistry:1 | Engineering:1 | Biology:1,Food Science,1,Food Science:1
57221086062,Lopes A.,Universidade Estadual de Campinas,Campinas,4,4,Computer Science,Computer Science | Engineering | Philosophy and Humanities,3,Computer Science:4 | Engineering:3 | Philosophy and Humanities:1,Computer Science:13 | Engineering:4 | Philosophy and Humanities:1,Software | Signal Processing | Computer Vision and Pattern Recognition | Human-Computer Interaction | Engineering (all) | Computer Graphics and Computer-Aided Design | Language and Linguistics,7,Software:4 | Signal Processing:3 | Computer Vision and Pattern Recognition:3 | Human-Computer Interaction:2 | Engineering (all):1 | Computer Graphics and Computer-Aided Design:1 | Language and Linguistics:1
57221086390,Costa M.M.B.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Computer Science | Undefined,Undefined | Computer Science,2,Undefined:1 | Computer Science:1,Undefined:1 | Computer Science:1,Decision Sciences (all) | Computer Science (all),2,Decision Sciences (all):1 | Computer Science (all):1
57221086605,Diogenis I.M.S.,Universidade Estadual de Campinas,Campinas,2,2,Chemistry,Chemistry | Physics | Biology,3,Chemistry:2 | Physics:1 | Biology:1,Chemistry:6 | Physics:3 | Biology:2,"Chemistry (all) | Biophysics | Atomic and Molecular Physics, and Optics | Biochemistry | Condensed Matter Physics | Physical and Theoretical Chemistry | Inorganic Chemistry | Materials Chemistry",8,"Chemistry (all):2 | Biophysics:1 | Atomic and Molecular Physics, and Optics:1 | Biochemistry:1 | Condensed Matter Physics:1 | Physical and Theoretical Chemistry:1 | Inorganic Chemistry:1 | Materials Chemistry:1"
57221089233,Sousa A.K.,Universidade Estadual de Campinas,Campinas,1,1,Engineering,Engineering,1,Engineering:1,Engineering:3,Civil and Structural Engineering | Building and Construction | Materials Science (all),3,Civil and Structural Engineering:1 | Building and Construction:1 | Materials Science (all):1
57221089244,Quispe Santivañez G.W.,Universidad Nacional Autónoma Altoandina de Tarma (UNAAT),Tarma,1,1,Biology,Biology | Chemistry | Engineering | Social Sciences,4,Biology:1 | Chemistry:1 | Engineering:1 | Social Sciences:1,Biology:4 | Chemistry:1 | Engineering:1 | Social Sciences:1,Food Science | Microbiology | Health (social science) | Health Professions (miscellaneous) | Plant Science,5,Food Science:1 | Microbiology:1 | Health (social science):1 | Health Professions (miscellaneous):1 | Plant Science:1
57221089604,Gomes G.M.,Universidade Estadual de Campinas,Campinas,2,2,Engineering,Engineering | Chemistry | Physics,3,Engineering:2 | Chemistry:1 | Physics:1,Engineering:4 | Chemistry:1 | Physics:1,Materials Science (all) | Chemistry (all) | Physics and Astronomy (all) | Civil and Structural Engineering | Building and Construction,5,Materials Science (all):2 | Chemistry (all):1 | Physics and Astronomy (all):1 | Civil and Structural Engineering:1 | Building and Construction:1
57221090422,Melo C.C.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health | Social Sciences,2,Medicine and Health:1 | Social Sciences:1,Medicine and Health:2 | Social Sciences:1,"Education | Physical Therapy, Sports Therapy and Rehabilitation | Orthopedics and Sports Medicine",3,"Education:1 | Physical Therapy, Sports Therapy and Rehabilitation:1 | Orthopedics and Sports Medicine:1"
57221091532,Peruzzi A.P.,Universidade Estadual de Campinas,Campinas,1,1,Engineering,Engineering,1,Engineering:1,Engineering:3,Civil and Structural Engineering | Building and Construction | Materials Science (all),3,Civil and Structural Engineering:1 | Building and Construction:1 | Materials Science (all):1
57221094181,Caruso G.M.F.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Computer Science | Undefined,Undefined | Computer Science,2,Undefined:1 | Computer Science:1,Undefined:1 | Computer Science:1,Decision Sciences (all) | Computer Science (all),2,Decision Sciences (all):1 | Computer Science (all):1
57221094486,de Lima A.L.P.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Computer Science | Undefined,Undefined | Computer Science,2,Undefined:1 | Computer Science:1,Undefined:1 | Computer Science:1,Decision Sciences (all) | Computer Science (all),2,Decision Sciences (all):1 | Computer Science (all):1
57221094686,de Sá L.A.R.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Computer Science | Undefined,Undefined | Computer Science,2,Undefined:1 | Computer Science:1,Undefined:1 | Computer Science:1,Decision Sciences (all) | Computer Science (all),2,Decision Sciences (all):1 | Computer Science (all):1
57221094938,Cardani L.T.,Escola Nacional de Circo,,2,2,Medicine and Health,Social Sciences | Medicine and Health | Physics | Biology,4,Social Sciences:1 | Medicine and Health:1 | Physics:1 | Biology:1,Medicine and Health:3 | Social Sciences:1 | Physics:1 | Biology:1,"Education | Biophysics | Orthopedics and Sports Medicine | Physical Therapy, Sports Therapy and Rehabilitation | Public Health, Environmental and Occupational Health",5,"Education:1 | Biophysics:1 | Orthopedics and Sports Medicine:1 | Physical Therapy, Sports Therapy and Rehabilitation:1 | Public Health, Environmental and Occupational Health:1"
57221095240,Leão J.,Instituto Nacional de Pesquisas Espaciais,Sao Jose dos Campos,1,1,Physics,Physics,1,Physics:1,Physics:2,Astronomy and Astrophysics | Space and Planetary Science,2,Astronomy and Astrophysics:1 | Space and Planetary Science:1
57221098922,Malvezzi Cecchi B.,Universidade Estadual de Campinas,Campinas,2,2,Physics,Physics | Engineering,2,Physics:2 | Engineering:2,Physics:4 | Engineering:2,"Electronic, Optical and Magnetic Materials | Condensed Matter Physics",2,"Electronic, Optical and Magnetic Materials:2 | Condensed Matter Physics:2"
57221100629,Ferreira Velo M.,Universidade Estadual de Campinas,Campinas,1,1,Physics,Physics | Engineering,2,Physics:1 | Engineering:1,Physics:2 | Engineering:1,"Electronic, Optical and Magnetic Materials | Condensed Matter Physics",2,"Electronic, Optical and Magnetic Materials:1 | Condensed Matter Physics:1"
57221101662,Clepf Pagotto C.,Universidade Estadual de Campinas,Campinas,1,1,Chemistry,Chemistry | Engineering,2,Chemistry:1 | Engineering:1,Chemistry:2 | Engineering:2,"Chemistry (all) | Surfaces, Coatings and Films | Polymers and Plastics | Materials Chemistry",4,"Chemistry (all):1 | Surfaces, Coatings and Films:1 | Polymers and Plastics:1 | Materials Chemistry:1"
57221103305,de Souza J.C.Q.,Universidade Federal de Juiz de Fora,Juiz de Fora,2,2,Chemistry,Chemistry | Engineering | Biology,3,Chemistry:2 | Engineering:2 | Biology:1,Chemistry:3 | Engineering:2 | Biology:1,Analytical Chemistry | Filtration and Separation | Food Science,3,Analytical Chemistry:1 | Filtration and Separation:1 | Food Science:1
57221104876,Reis V.S.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Computer Science | Undefined,Undefined | Computer Science,2,Undefined:1 | Computer Science:1,Undefined:1 | Computer Science:1,Decision Sciences (all) | Computer Science (all),2,Decision Sciences (all):1 | Computer Science (all):1
57221109427,Yauri J.,Universidade Estadual de Campinas,Campinas,1,1,Computer Science,Computer Science,1,Computer Science:1,Computer Science:1,Computer Science (all),1,Computer Science (all):1
57221110379,Simões Mendes M.,Universidade Estadual de Campinas,Campinas,3,3,Medicine and Health,Medicine and Health | Social Sciences,2,Medicine and Health:2 | Social Sciences:1,Medicine and Health:3 | Social Sciences:2,"Health (social science) | Sociology and Political Science | Public Health, Environmental and Occupational Health | Psychology (all) | Psychiatry and Mental Health",5,"Health (social science):1 | Sociology and Political Science:1 | Public Health, Environmental and Occupational Health:1 | Psychology (all):1 | Psychiatry and Mental Health:1"
57221112825,Slagter J.S.,Universidad Nacional del Sur,Bahia Blanca,2,2,Computer Science,Computer Science | Philosophy and Humanities,2,Computer Science:2 | Philosophy and Humanities:1,Computer Science:2 | Philosophy and Humanities:1,Computer Science (all) | Logic | Artificial Intelligence,3,Computer Science (all):1 | Logic:1 | Artificial Intelligence:1
57221116381,Ronqui P.A.,Universidade Estadual de Campinas,Campinas,2,2,Arts,Arts,1,Arts:2,Arts:2,Music,1,Music:2
57221118345,Toledo G.V.,Universidade Estadual de Campinas,Campinas,2,2,Philosophy and Humanities,Philosophy and Humanities,1,Philosophy and Humanities:2,Philosophy and Humanities:3,Logic | History and Philosophy of Science | Philosophy,3,Logic:1 | History and Philosophy of Science:1 | Philosophy:1
57221118365,Decarli F.,Universidade Estadual de Campinas,Campinas,1,1,Arts,Arts,1,Arts:1,Arts:1,Music,1,Music:1
